Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Address Type,City,Landmark,Facility Type,Status,Resolution Description,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Response Time (hrs),Hour,Weekday,Month,Date,Day of Week
54511621,2022-06-16 21:21:08,2025-01-02 09:04:30,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11210.0,ADDRESS,BROOKLYN,NEW YORK AVENUE,,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",18 BROOKLYN,3076330019.0,BROOKLYN,999995.0,166344.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62323835174882,-73.94328171461561,22331.722777777777,21,Thursday,6,2022-06-16,Thursday
54692946,2022-07-05 11:02:26,2024-11-12 16:36:52,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,11229.0,ADDRESS,BROOKLYN,BROWN STREET,,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,15 BROOKLYN,3073370073.0,BROOKLYN,1000841.0,158686.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.60221718124603,-73.94025298162677,20669.573888888888,11,Tuesday,7,2022-07-05,Tuesday
55003193,2022-08-03 08:55:50,2024-11-12 16:40:47,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11234.0,ADDRESS,BROOKLYN,EAST   63 STREET,,Closed,"NYC Parks inspected and determined this site does not rate high enough to be repaired by NYC Parks at this time.   We understand conditions may become worse over time. In three years, you may submit a service request via 311, the Parks website, or NYC Tree Map for a new inspection.   You can repair the sidewalk yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website.",18 BROOKLYN,3084060069.0,BROOKLYN,1008013.0,164117.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6171078253054,-73.91440629073688,19975.74916666667,8,Wednesday,8,2022-08-03,Wednesday
56551464,2023-01-17 18:32:48,2023-01-19 14:36:39,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Sewage Odor,1-2 Family Mixed Use Building,11234.0,ADDRESS,BROOKLYN,EAST   36 STREET,,Closed,"You were mailed a notice of complaint inactivation which detailed why this complaint was inactivated.  If you need more information, you may call (646) 632-6104",18 BROOKLYN,3085220031.0,BROOKLYN,1003470.0,161251.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60925226854024,-73.93077820893738,44.064166666666665,18,Tuesday,1,2023-01-17,Tuesday
57117168,2023-03-22 17:28:22,2024-11-12 17:15:45,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11229.0,ADDRESS,BROOKLYN,EAST   22 STREET,,Closed,"NYC Parks inspected the requested repair site. This site meets the criteria for repair under the Trees & Sidewalks Program. The timeframe for repair work depends on available funding for the program, the severity of damage, and the other sidewalk requests in the surrounding district.",15 BROOKLYN,3073010050.0,BROOKLYN,998151.0,158696.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.60224925697826,-73.94994010715294,14423.789722222222,17,Wednesday,3,2023-03-22,Wednesday
59871777,2023-12-29 11:30:30,2025-01-10 12:34:20,DOHMH,Department of Health and Mental Hygiene,Day Care,Day Care Facility,Public School,11233.0,ADDRESS,BROOKLYN,PACIFIC STREET,,Closed,The NYC Health Department has investigated your complaint. You can get the status by calling 311 or (646) 632-6101 on weekdays between 9 AM and 5 PM. This service request has been closed.,16 BROOKLYN,3014310054.0,BROOKLYN,1006072.0,185610.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.676106433366165,-73.92132818939125,9073.06388888889,11,Friday,12,2023-12-29,Friday
61055553,2024-05-03 09:23:36,2025-01-10 20:00:07,DOHMH,Department of Health and Mental Hygiene,Day Care,Day Care Facility,Commercial Building,11233.0,ADDRESS,BROOKLYN,PACIFIC STREET,,Closed,The NYC Health Department has investigated your complaint. You can get the status by calling 311 or (646) 632-6101 on weekdays between 9 AM and 5 PM. This service request has been closed.,16 BROOKLYN,3014310054.0,BROOKLYN,1006072.0,185610.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.676106433366165,-73.92132818939125,6058.608611111111,9,Friday,5,2024-05-03,Friday
61091419,2024-05-07 18:44:12,2025-01-09 22:22:12,DOHMH,Department of Health and Mental Hygiene,Day Care,Day Care Facility,Commercial Building,11233.0,ADDRESS,BROOKLYN,PACIFIC STREET,,Closed,The NYC Health Department has investigated your complaint. You can get the status by calling 311 or (646) 632-6101 on weekdays between 9 AM and 5 PM. This service request has been closed.,16 BROOKLYN,3014310054.0,BROOKLYN,1006072.0,185610.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.676106433366165,-73.92132818939125,5931.633333333333,18,Tuesday,5,2024-05-07,Tuesday
65157739,2025-06-04 17:46:48,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Worker Hygiene,Restaurant/Bar/Deli/Bakery,10462.0,ADDRESS,BRONX,WESTCHESTER AVENUE,,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",09 BRONX,2039320026.0,BRONX,1023880.0,243037.0,ONLINE,Unspecified,BRONX,,,,,,,,40.83366687780869,-73.85678910663215,,17,Wednesday,6,2025-06-04,Wednesday
61885475,2024-07-22 12:56:41,2025-01-11 08:31:45,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Kitchen/Food Prep Area,Restaurant/Bar/Deli/Bakery,11214.0,ADDRESS,BROOKLYN,83 STREET,,Closed,The NYC Health Department has responded to your service request.  Restaurant inspection information can be found online at www.nyc.gov/health/abceats. This service request has been closed.,11 BROOKLYN,3063170067.0,BROOKLYN,985421.0,160031.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.60592438511918,-73.99578279560727,4147.584444444445,12,Monday,7,2024-07-22,Monday
62782856,2024-10-16 15:08:38,2024-10-16 19:21:10,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11229.0,ADDRESS,BROOKLYN,EAST   24 STREET,,Closed,The Police Department responded to the complaint and took action to fix the condition.,15 BROOKLYN,3073290080.0,BROOKLYN,998724.0,158374.0,ONLINE,Unspecified,BROOKLYN,Car,,,,,,,40.60136451520952,-73.9478773260175,4.208888888888889,15,Wednesday,10,2024-10-16,Wednesday
62785662,2024-10-17 15:14:50,2024-10-22 12:29:56,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11229.0,ADDRESS,BROOKLYN,AVENUE V,,Closed,A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party.,15 BROOKLYN,3073530036.0,BROOKLYN,997944.0,156895.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.597306199862295,-73.95068920058924,117.25166666666667,15,Thursday,10,2024-10-17,Thursday
62790055,2024-10-17 12:45:18,2024-10-17 14:20:35,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11229.0,ADDRESS,BROOKLYN,HARING STREET,,Closed,The Police Department responded to the complaint and took action to fix the condition.,15 BROOKLYN,3073360077.0,BROOKLYN,1000589.0,158607.0,PHONE,Unspecified,BROOKLYN,Truck,,,,,,,40.60200081054107,-73.941160667391,1.5880555555555556,12,Thursday,10,2024-10-17,Thursday
62803258,2024-10-18 15:58:23,2024-10-22 13:21:15,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11234.0,ADDRESS,BROOKLYN,EAST   69 STREET,,Closed,The Department of Sanitation collected the requested items.,18 BROOKLYN,3084100023.0,BROOKLYN,1009175.0,165192.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62005528271308,-73.91021683101062,93.38111111111111,15,Friday,10,2024-10-18,Friday
62915007,2024-10-29 17:04:29,2024-10-31 03:07:55,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11229.0,ADDRESS,BROOKLYN,EAST   24 STREET,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,15 BROOKLYN,3073290080.0,BROOKLYN,998724.0,158374.0,ONLINE,Unspecified,BROOKLYN,Van,,,,,,,40.60136451520952,-73.9478773260175,34.05722222222222,17,Tuesday,10,2024-10-29,Tuesday
62991739,2024-11-05 13:02:33,2024-11-06 11:49:43,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,10473.0,ADDRESS,BRONX,LAFAYETTE AVENUE,,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,09 BRONX,,BRONX,1024604.0,238995.0,PHONE,Unspecified,BRONX,,,,,,,,40.82256947925335,-73.85419710547588,22.78611111111111,13,Tuesday,11,2024-11-05,Tuesday
63015528,2024-11-07 03:24:17,2024-11-07 04:15:51,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11226.0,ADDRESS,BROOKLYN,BEDFORD AVENUE,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09 BROOKLYN,3050560003.0,BROOKLYN,996368.0,178052.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6553800072896,-73.95632624301352,0.8594444444444445,3,Thursday,11,2024-11-07,Thursday
63110610,2024-11-16 20:51:34,2025-01-10 00:00:00,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11226.0,ADDRESS,BROOKLYN,,,Assigned,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/dob/contact-us.page,14 BROOKLYN,3050620064.0,BROOKLYN,995041.0,176928.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.65229658950883,-73.96111060189885,1299.1405555555555,20,Saturday,11,2024-11-16,Saturday
63165792,2024-11-21 17:50:24,2024-11-22 16:00:13,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Laundromat,Business,11226.0,ADDRESS,BROOKLYN,CATON AVENUE,,Closed,"The Department of Consumer and Worker Protection (DCWP) provided information about your complaint. You can find it in the Notes to Customer section of your NYC311 Service Request.  If you didn't get the information, call DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",14 BROOKLYN,3050620064.0,BROOKLYN,995041.0,176928.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65229658950883,-73.96111060189885,22.163611111111113,17,Thursday,11,2024-11-21,Thursday
63225518,2024-11-27 19:20:04,2024-11-27 20:34:54,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10453.0,ADDRESS,BRONX,GRAND AVENUE,,Closed,The Police Department issued a summons in response to the complaint.,05 BRONX,2028690137.0,BRONX,1009188.0,250246.0,PHONE,Unspecified,BRONX,,,,,,,,40.853507167594,-73.90985471563874,1.2472222222222222,19,Wednesday,11,2024-11-27,Wednesday
63227569,2024-11-28 01:07:57,2024-11-28 05:13:32,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11229.0,ADDRESS,BROOKLYN,EAST   22 STREET,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,15 BROOKLYN,3073010050.0,BROOKLYN,998151.0,158696.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.60224925697826,-73.94994010715294,4.093055555555556,1,Thursday,11,2024-11-28,Thursday
63262479,2024-12-01 06:39:54,2024-12-01 09:08:13,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10457.0,ADDRESS,BRONX,WEBSTER AVENUE,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,05 BRONX,,BRONX,1012119.0,249171.0,PHONE,Unspecified,BRONX,,,,,,,,40.85054784841697,-73.89926428469339,2.4719444444444445,6,Sunday,12,2024-12-01,Sunday
63275234,2024-12-02 12:25:16,2024-12-02 13:25:32,DSNY,Department of Sanitation,Obstruction,Cone,Street,10457.0,ADDRESS,BRONX,HUGHES AVENUE,,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06 BRONX,2030690098.0,BRONX,1014367.0,248176.0,PHONE,Unspecified,BRONX,,,,,,,,40.84780948782722,-73.89114310684405,1.0044444444444445,12,Monday,12,2024-12-02,Monday
63472492,2024-12-20 17:46:02,2024-12-20 20:11:55,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11230.0,ADDRESS,BROOKLYN,OCEAN AVENUE,,Closed,The Police Department issued a summons in response to the complaint.,14 BROOKLYN,3067670078.0,BROOKLYN,997054.0,162433.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61250820868663,-73.95388350725955,2.431388888888889,17,Friday,12,2024-12-20,Friday
63475886,2024-12-21 09:27:55,2024-12-21 11:25:27,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11233.0,ADDRESS,BROOKLYN,DEAN STREET,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,16 BROOKLYN,,BROOKLYN,1006294.0,185310.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67528245127576,-73.92052882543257,1.958888888888889,9,Saturday,12,2024-12-21,Saturday
63565377,2024-12-30 22:35:57,2024-12-31 00:16:04,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11223.0,ADDRESS,BROOKLYN,WEST    9 STREET,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11 BROOKLYN,3070970073.0,BROOKLYN,989625.0,157056.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.597757061877125,-73.98064500330933,1.668611111111111,22,Monday,12,2024-12-30,Monday
63581025,2024-12-31 23:31:39,2025-01-01 00:50:46,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11234.0,ADDRESS,BROOKLYN,EAST   68 STREET,,Closed,The Police Department responded to the complaint and took action to fix the condition.,18 BROOKLYN,3084090042.0,BROOKLYN,1009000.0,164963.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61942721628877,-73.91084804340541,1.3186111111111112,23,Tuesday,12,2024-12-31,Tuesday
63594343,2025-01-01 16:07:36,2025-01-02 10:46:13,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11229.0,ADDRESS,BROOKLYN,QUENTIN ROAD,,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,15 BROOKLYN,3067830038.0,BROOKLYN,997335.0,161101.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.60885173249124,-73.95287400358147,18.64361111111111,16,Wednesday,1,2025-01-01,Wednesday
63603583,2025-01-02 09:57:52,2025-01-03 08:58:16,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11226.0,ADDRESS,BROOKLYN,CATON AVENUE,,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,14 BROOKLYN,3050620064.0,BROOKLYN,995041.0,176928.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.65229658950883,-73.96111060189885,23.006666666666668,9,Thursday,1,2025-01-02,Thursday
63605082,2025-01-02 20:53:08,2025-01-04 08:28:39,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11229.0,ADDRESS,BROOKLYN,QUENTIN ROAD,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,15 BROOKLYN,3067830038.0,BROOKLYN,997335.0,161101.0,MOBILE,Unspecified,BROOKLYN,Car,,,,,,,40.60885173249124,-73.95287400358147,35.591944444444444,20,Thursday,1,2025-01-02,Thursday
63710273,2025-01-10 18:37:49,2025-01-11 02:59:49,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10461.0,ADDRESS,BRONX,YATES AVENUE,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,11 BRONX,2043070015.0,BRONX,1024638.0,250873.0,PHONE,Unspecified,BRONX,,,,,,,,40.85517093624336,-73.85400273230046,8.366666666666667,18,Friday,1,2025-01-10,Friday
63633036,2025-01-04 03:43:02,2025-01-04 04:35:12,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11226.0,ADDRESS,BROOKLYN,BEDFORD AVENUE,,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,09 BROOKLYN,3050560003.0,BROOKLYN,996368.0,178052.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6553800072896,-73.95632624301352,0.8694444444444445,3,Saturday,1,2025-01-04,Saturday
63698805,2025-01-09 19:55:05,2025-01-09 21:36:52,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10029.0,ADDRESS,NEW YORK,1 AVENUE,,Closed,The Police Department responded to the complaint and took action to fix the condition.,11 MANHATTAN,1016767504.0,MANHATTAN,1000625.0,226570.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.78854328606901,-73.9408658055507,1.696388888888889,19,Thursday,1,2025-01-09,Thursday
63770391,2025-01-14 14:49:34,2025-01-14 20:49:28,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10461.0,ADDRESS,BRONX,YATES AVENUE,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,11 BRONX,2043070015.0,BRONX,1024638.0,250873.0,PHONE,Unspecified,BRONX,,,,,,,,40.85517093624336,-73.85400273230046,5.998333333333333,14,Tuesday,1,2025-01-14,Tuesday
63809705,2025-01-18 22:38:50,2025-01-19 00:06:18,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10461.0,ADDRESS,BRONX,YATES AVENUE,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,11 BRONX,2043070015.0,BRONX,1024638.0,250873.0,PHONE,Unspecified,BRONX,,,,,,,,40.85517093624336,-73.85400273230046,1.4577777777777778,22,Saturday,1,2025-01-18,Saturday
63831742,2025-01-21 15:24:41,2025-01-21 21:39:27,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11204.0,ADDRESS,BROOKLYN,59 STREET,,Closed,The Police Department responded to the complaint and took action to fix the condition.,12 BROOKLYN,3055070071.0,BROOKLYN,989379.0,164983.0,PHONE,Unspecified,BROOKLYN,Van,,,,,,,40.61951519719064,-73.98152481161479,6.246111111111111,15,Tuesday,1,2025-01-21,Tuesday
63849770,2025-01-22 06:42:43,2025-01-22 07:22:14,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11204.0,ADDRESS,BROOKLYN,63 STREET,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,11 BROOKLYN,3055350069.0,BROOKLYN,988668.0,164195.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.61735268398401,-73.98408642273347,0.6586111111111111,6,Wednesday,1,2025-01-22,Wednesday
63876717,2025-01-24 16:12:25,2025-01-27 14:10:33,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11234.0,ADDRESS,BROOKLYN,EAST   69 STREET,,Closed,The Department of Sanitation collected the requested items.,18 BROOKLYN,3084100023.0,BROOKLYN,1009175.0,165192.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62005528271308,-73.91021683101062,69.96888888888888,16,Friday,1,2025-01-24,Friday
63886517,2025-01-25 18:18:29,2025-01-27 09:27:56,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10461.0,ADDRESS,BRONX,,,Closed,HPD called the telephone number on file for this complaint.  Someone at that number indicated that the condition was corrected. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,10 BRONX,2042490042.0,BRONX,1031976.0,250375.0,MOBILE,Unspecified,BRONX,,,,,,,,40.85376745973726,-73.8274804434993,39.1575,18,Saturday,1,2025-01-25,Saturday
63886917,2025-01-25 18:17:25,2025-01-27 09:27:56,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10461.0,ADDRESS,BRONX,,,Closed,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",10 BRONX,2042490042.0,BRONX,1031976.0,250375.0,ONLINE,Unspecified,BRONX,,,,,,,,40.85376745973726,-73.8274804434993,39.17527777777778,18,Saturday,1,2025-01-25,Saturday
